계수,이름,도면층,블록 단위,색상,위치 X,위치 Y,위치 Z,주석,회전,각도,길이,끝 X,끝 Y,끝 Z,델타 X,델타 Y,델타 Z,시작 X,시작 Y,시작 Z,면적,반지름,시작 각도,전체 각도,중심점 X,중심점 Y,중심점 Z,패턴 이름
1,선,DR,,ByLayer,,,,,,90.00,0.96,59.90,35.92,0.00,0.00,-0.96,0.00,59.90,36.88,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.53,,,,,,,,,,0.26,1.00,92.58,87.42,47.44,40.51,0.00,
1,선,DR,,ByLayer,,,,,,90.00,0.96,50.64,41.48,0.00,0.00,0.96,0.00,50.64,40.51,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,1.00,47.39,40.51,0.00,0.00,-1.00,0.00,47.39,41.51,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,0.05,47.44,40.51,0.00,0.05,0.00,0.00,47.39,40.51,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.47,,,,,,,,,,0.24,0.96,0.00,87.33,48.71,40.51,0.00,
1,선,DR,,ByLayer,,,,,,180.00,0.04,50.59,40.51,0.00,-0.04,0.00,0.00,50.64,40.51,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,48.71,41.48,0.00,0.00,0.96,0.00,48.71,40.51,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.47,,,,,,,,,,0.24,0.96,92.67,87.33,50.64,40.51,0.00,
1,선,DR,,ByLayer,,,,,,180.00,0.05,42.74,41.51,0.00,-0.05,0.00,0.00,42.79,41.51,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,1.00,42.74,40.51,0.00,0.00,-1.00,0.00,42.74,41.51,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,180.00,0.05,53.27,35.92,0.00,-0.05,0.00,0.00,53.32,35.92,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,1.00,42.79,41.51,0.00,0.00,1.00,0.00,42.79,40.51,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,1.00,47.44,41.51,0.00,0.00,1.00,0.00,47.44,40.51,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,180.00,0.05,47.39,41.51,0.00,-0.05,0.00,0.00,47.44,41.51,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,0.05,42.79,40.51,0.00,0.05,0.00,0.00,42.74,40.51,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.53,,,,,,,,,,0.26,1.00,92.58,87.42,42.79,40.51,0.00,
