계수,이름,도면층,블록 단위,색상,위치 X,위치 Y,위치 Z,주석,회전,각도,길이,끝 X,끝 Y,끝 Z,델타 X,델타 Y,델타 Z,시작 X,시작 Y,시작 Z,면적,반지름,시작 각도,전체 각도,중심점 X,중심점 Y,중심점 Z
1,선,W,,ByLayer,,,,,,90.00,6.96,29.19,12.32,0.00,0.00,6.96,0.00,29.19,5.36,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,6.96,28.99,5.36,0.00,0.00,-6.96,0.00,28.99,12.32,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,90.00,6.96,35.69,12.32,0.00,0.00,6.96,0.00,35.69,5.36,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,6.96,35.49,5.36,0.00,0.00,-6.96,0.00,35.49,12.32,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,90.00,6.96,32.44,12.32,0.00,0.00,6.96,0.00,32.44,5.36,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,6.96,22.48,5.36,0.00,0.00,-6.96,0.00,22.48,12.32,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,90.00,6.96,19.43,12.32,0.00,0.00,6.96,0.00,19.43,5.36,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,6.96,19.23,5.36,0.00,0.00,-6.96,0.00,19.23,12.32,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,90.00,6.96,25.93,12.32,0.00,0.00,6.96,0.00,25.93,5.36,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,6.96,25.73,5.36,0.00,0.00,-6.96,0.00,25.73,12.32,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,90.00,6.96,22.68,12.32,0.00,0.00,6.96,0.00,22.68,5.36,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,180.00,0.04,45.97,17.02,0.00,-0.04,0.00,0.00,46.02,17.02,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,0.04,44.13,16.05,0.00,0.04,0.00,0.00,44.09,16.05,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,44.13,17.02,0.00,0.00,0.96,0.00,44.13,16.05,0.00,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.47,,,,,,,,,,0.24,0.96,0.00,87.33,44.09,16.05,0.00
1,선,DR,,ByLayer,,,,,,180.00,0.04,45.97,16.05,0.00,-0.04,0.00,0.00,46.02,16.05,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,45.97,17.02,0.00,0.00,0.96,0.00,45.97,16.05,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,52.19,17.02,0.00,0.00,0.96,0.00,52.19,16.05,0.00,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.47,,,,,,,,,,0.24,0.96,92.67,87.33,54.12,16.05,0.00
1,호,DR,,ByLayer,,,,,,,1.47,,,,,,,,,,0.24,0.96,0.00,87.33,52.19,16.05,0.00
1,선,DR,,ByLayer,,,,,,0.00,0.05,44.13,17.02,0.00,0.05,0.00,0.00,44.09,17.02,0.00,,,,,,,
1,doorBlockBoth,DR,미터,ByLayer,41.65,0.00,0.00,,0.00,,,,,,,,,,,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,54.12,17.02,0.00,0.00,0.96,0.00,54.12,16.05,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,39.44,17.02,0.00,0.00,0.96,0.00,39.44,16.05,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,180.00,0.04,39.44,17.02,0.00,-0.04,0.00,0.00,39.49,17.02,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,0.04,37.60,16.05,0.00,0.04,0.00,0.00,37.56,16.05,0.00,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.47,,,,,,,,,,0.24,0.96,92.67,87.33,39.49,16.05,0.00
1,호,DR,,ByLayer,,,,,,,1.47,,,,,,,,,,0.24,0.96,0.00,87.33,37.56,16.05,0.00
1,선,DR,,ByLayer,,,,,,180.00,0.04,39.44,16.05,0.00,-0.04,0.00,0.00,39.49,16.05,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,46.02,17.02,0.00,0.00,0.96,0.00,46.02,16.05,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,44.09,17.02,0.00,0.00,0.96,0.00,44.09,16.05,0.00,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.47,,,,,,,,,,0.24,0.96,92.67,87.33,46.02,16.05,0.00
1,선,DR,,ByLayer,,,,,,90.00,0.96,37.60,17.02,0.00,0.00,0.96,0.00,37.60,16.05,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,0.05,37.60,17.02,0.00,0.05,0.00,0.00,37.56,17.02,0.00,,,,,,,
1,doorBlockBoth,DR,미터,ByLayer,33.55,0.00,0.00,,0.00,,,,,,,,,,,,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,0.93,29.46,24.24,0.00,0.93,0.00,0.00,28.53,24.24,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.05,29.46,24.28,0.00,0.00,0.05,0.00,29.46,24.24,0.00,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.42,,,,,,,,,,0.23,0.93,270.00,87.23,29.46,24.28,0.00
1,doorBlockSmall,DR,미터,ByLayer,61.62,0.00,0.00,,0.00,,,,,,,,,,,,,,,,,,
1,선,DR,,ByLayer,,,,,,180.00,0.93,28.53,24.28,0.00,-0.93,0.00,0.00,29.46,24.28,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.05,28.53,24.24,0.00,0.00,-0.05,0.00,28.53,24.28,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,90.00,8.58,6.23,24.73,0.00,0.00,8.58,0.00,6.23,16.15,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,90.00,8.58,25.73,24.73,0.00,0.00,8.58,0.00,25.73,16.15,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,8.58,25.93,16.15,0.00,0.00,-8.58,0.00,25.93,24.73,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,90.00,8.58,16.47,24.73,0.00,0.00,8.58,0.00,16.47,16.15,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,90.00,8.58,16.27,24.73,0.00,0.00,8.58,0.00,16.27,16.15,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,90.00,8.58,6.43,24.73,0.00,0.00,8.58,0.00,6.43,16.15,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,0.04,52.23,16.05,0.00,0.04,0.00,0.00,52.19,16.05,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,52.23,17.02,0.00,0.00,0.96,0.00,52.23,16.05,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,0.05,52.23,17.02,0.00,0.05,0.00,0.00,52.19,17.02,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,180.00,0.04,54.07,16.05,0.00,-0.04,0.00,0.00,54.12,16.05,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,54.07,17.02,0.00,0.00,0.96,0.00,54.07,16.05,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,180.00,0.04,54.07,17.02,0.00,-0.04,0.00,0.00,54.12,17.02,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,180.00,0.93,32.16,23.40,0.00,-0.93,0.00,0.00,33.09,23.40,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.05,32.16,23.35,0.00,0.00,-0.05,0.00,32.16,23.40,0.00,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.42,,,,,,,,,,0.23,0.93,270.00,87.23,32.16,23.35,0.00
1,doorBlockSmall,DR,미터,ByLayer,0.00,47.63,0.00,,180.00,,,,,,,,,,,,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,0.93,33.09,23.35,0.00,0.93,0.00,0.00,32.16,23.35,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.05,33.09,23.40,0.00,0.00,0.05,0.00,33.09,23.35,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,29.31,12.32,0.00,0.00,-0.20,0.00,29.31,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,27.06,12.32,0.00,0.00,-0.20,0.00,27.06,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,26.06,12.32,0.00,0.00,-0.20,0.00,26.06,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,35.36,12.32,0.00,0.00,-0.20,0.00,35.36,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,34.36,12.32,0.00,0.00,-0.20,0.00,34.36,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,30.31,12.32,0.00,0.00,-0.20,0.00,30.31,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,21.31,12.32,0.00,0.00,-0.20,0.00,21.31,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,19.08,12.32,0.00,0.00,-0.20,0.00,19.08,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,18.08,12.32,0.00,0.00,-0.20,0.00,18.08,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,25.60,12.32,0.00,0.00,-0.20,0.00,25.60,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,24.60,12.32,0.00,0.00,-0.20,0.00,24.60,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,22.31,12.32,0.00,0.00,-0.20,0.00,22.31,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,48.85,12.32,0.00,0.00,-0.20,0.00,48.85,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,46.59,12.32,0.00,0.00,-0.20,0.00,46.59,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,45.59,12.32,0.00,0.00,-0.20,0.00,45.59,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,52.11,12.32,0.00,0.00,-0.20,0.00,52.11,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,180.00,2.26,49.85,12.32,0.00,-2.26,0.00,0.00,52.11,12.32,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,49.85,12.32,0.00,0.00,-0.20,0.00,49.85,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,39.09,12.32,0.00,0.00,-0.20,0.00,39.09,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,36.83,12.32,0.00,0.00,-0.20,0.00,36.83,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,35.83,12.32,0.00,0.00,-0.20,0.00,35.83,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,43.33,12.32,0.00,0.00,-0.20,0.00,43.33,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,42.33,12.32,0.00,0.00,-0.20,0.00,42.33,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,40.09,12.32,0.00,0.00,-0.20,0.00,40.09,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,180.00,0.46,25.60,12.32,0.00,-0.46,0.00,0.00,26.06,12.32,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,180.00,2.25,27.06,12.32,0.00,-2.25,0.00,0.00,29.31,12.32,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,180.00,4.05,30.31,12.32,0.00,-4.05,0.00,0.00,34.36,12.32,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,180.00,2.26,15.82,12.32,0.00,-2.26,0.00,0.00,18.08,12.32,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,180.00,2.23,19.08,12.32,0.00,-2.23,0.00,0.00,21.31,12.32,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,180.00,2.29,22.31,12.32,0.00,-2.29,0.00,0.00,24.60,12.32,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,180.00,2.26,43.33,12.32,0.00,-2.26,0.00,0.00,45.59,12.32,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,180.00,2.26,46.59,12.32,0.00,-2.26,0.00,0.00,48.85,12.32,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,90.00,0.20,61.12,16.15,0.00,0.00,0.20,0.00,61.12,15.95,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,180.00,0.47,35.36,12.32,0.00,-0.47,0.00,0.00,35.83,12.32,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,180.00,2.26,36.83,12.32,0.00,-2.26,0.00,0.00,39.09,12.32,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,180.00,2.24,40.09,12.32,0.00,-2.24,0.00,0.00,42.33,12.32,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,11.55,12.32,0.00,0.00,-0.20,0.00,11.55,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,9.30,12.32,0.00,0.00,-0.20,0.00,9.30,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,8.30,12.32,0.00,0.00,-0.20,0.00,8.30,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,15.82,12.32,0.00,0.00,-0.20,0.00,15.82,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,14.82,12.32,0.00,0.00,-0.20,0.00,14.82,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,12.55,12.32,0.00,0.00,-0.20,0.00,12.55,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,180.00,2.26,6.04,12.32,0.00,-2.26,0.00,0.00,8.30,12.32,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,180.00,2.25,9.30,12.32,0.00,-2.25,0.00,0.00,11.55,12.32,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,180.00,2.27,12.55,12.32,0.00,-2.27,0.00,0.00,14.82,12.32,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,6.04,12.32,0.00,0.00,-0.20,0.00,6.04,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,5.04,12.32,0.00,0.00,-0.20,0.00,5.04,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,180.00,2.00,3.04,12.32,0.00,-2.00,0.00,0.00,5.04,12.32,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,0.00,2.25,58.62,12.52,0.00,2.25,0.00,0.00,56.37,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,0.00,2.26,52.11,12.52,0.00,2.26,0.00,0.00,49.85,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,0.00,2.00,61.62,12.52,0.00,2.00,0.00,0.00,59.62,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,0.00,2.26,45.59,12.52,0.00,2.26,0.00,0.00,43.33,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,0.00,2.26,48.85,12.52,0.00,2.26,0.00,0.00,46.59,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,0.00,2.26,55.37,12.52,0.00,2.26,0.00,0.00,53.11,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,0.00,0.50,3.53,15.95,0.00,0.50,0.00,0.00,3.04,15.95,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,180.00,0.50,61.12,15.95,0.00,-0.50,0.00,0.00,61.62,15.95,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,180.00,6.00,54.12,15.95,0.00,-6.00,0.00,0.00,60.12,15.95,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,90.00,4.10,61.62,16.62,0.00,0.00,4.10,0.00,61.62,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,180.00,2.00,3.04,12.52,0.00,-2.00,0.00,0.00,5.04,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,90.00,19.37,3.04,24.73,0.00,0.00,19.37,0.00,3.04,5.36,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,0.00,2.26,18.08,12.52,0.00,2.26,0.00,0.00,15.82,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,0.00,2.23,21.31,12.52,0.00,2.23,0.00,0.00,19.08,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,0.00,2.29,24.60,12.52,0.00,2.29,0.00,0.00,22.31,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,0.00,2.26,8.30,12.52,0.00,2.26,0.00,0.00,6.04,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,0.00,2.25,11.55,12.52,0.00,2.25,0.00,0.00,9.30,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,0.00,2.27,14.82,12.52,0.00,2.27,0.00,0.00,12.55,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,0.00,0.47,35.83,12.52,0.00,0.47,0.00,0.00,35.36,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,0.00,2.26,39.09,12.52,0.00,2.26,0.00,0.00,36.83,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,0.00,2.24,42.33,12.52,0.00,2.24,0.00,0.00,40.09,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,0.00,0.46,26.06,12.52,0.00,0.46,0.00,0.00,25.60,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,0.00,2.25,29.31,12.52,0.00,2.25,0.00,0.00,27.06,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,0.00,4.05,34.36,12.52,0.00,4.05,0.00,0.00,30.31,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,0.00,58.58,61.62,5.36,0.00,58.58,0.00,0.00,3.04,5.36,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,59.62,12.32,0.00,0.00,-0.20,0.00,59.62,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,0.00,2.00,61.62,12.32,0.00,2.00,0.00,0.00,59.62,12.32,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,1.50,29.56,18.09,0.00,0.00,-1.50,0.00,29.56,19.59,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,1.04,29.56,15.95,0.00,0.00,-1.04,0.00,29.56,16.99,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,90.00,19.37,61.62,24.73,0.00,0.00,19.37,0.00,61.62,5.36,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,55.37,12.32,0.00,0.00,-0.20,0.00,55.37,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,180.00,2.26,53.11,12.32,0.00,-2.26,0.00,0.00,55.37,12.32,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,90.00,0.20,53.11,12.52,0.00,0.00,0.20,0.00,53.11,12.32,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.20,58.62,12.32,0.00,0.00,-0.20,0.00,58.62,12.52,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,180.00,2.25,56.37,12.32,0.00,-2.25,0.00,0.00,58.62,12.32,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,90.00,0.20,56.37,12.52,0.00,0.00,0.20,0.00,56.37,12.32,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,0.00,7.82,20.28,15.95,0.00,7.82,0.00,0.00,12.46,15.95,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,0.00,7.35,29.56,15.95,0.00,7.35,0.00,0.00,22.21,15.95,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,0.00,58.58,61.62,24.73,0.00,58.58,0.00,0.00,3.04,24.73,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,180.00,6.17,46.02,15.95,0.00,-6.17,0.00,0.00,52.19,15.95,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,180.00,4.60,39.49,15.95,0.00,-4.60,0.00,0.00,44.09,15.95,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,0.00,6.00,10.53,15.95,0.00,6.00,0.00,0.00,4.53,15.95,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,90.00,0.45,32.06,24.73,0.00,0.00,0.45,0.00,32.06,24.28,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,0.45,29.56,24.28,0.00,0.00,-0.45,0.00,29.56,24.73,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,270.00,2.66,29.56,20.69,0.00,0.00,-2.66,0.00,29.56,23.35,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,180.00,2.60,34.96,15.95,0.00,-2.60,0.00,0.00,37.56,15.95,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,180.00,1.90,32.06,15.95,0.00,-1.90,0.00,0.00,33.96,15.95,0.00,,,,,,,
1,선,W,,ByLayer,,,,,,90.00,7.40,32.06,23.35,0.00,0.00,7.40,0.00,32.06,15.95,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,180.00,0.05,39.09,12.42,0.00,-0.05,0.00,0.00,39.13,12.42,0.00,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.53,,,,,,,,,,0.26,1.00,92.58,87.42,39.09,12.42,0.00
1,doorBlock,DR,미터,ByLayer,43.33,12.42,0.00,,180.00,,,,,,,,,,,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,1.00,39.09,11.42,0.00,0.00,-1.00,0.00,39.09,12.42,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,0.05,39.13,11.42,0.00,0.05,0.00,0.00,39.09,11.42,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,1.00,39.13,12.42,0.00,0.00,1.00,0.00,39.13,11.42,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,180.00,0.05,42.33,12.42,0.00,-0.05,0.00,0.00,42.37,12.42,0.00,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.53,,,,,,,,,,0.26,1.00,92.58,87.42,42.33,12.42,0.00
1,doorBlock,DR,미터,ByLayer,46.59,12.42,0.00,,180.00,,,,,,,,,,,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,1.00,42.33,11.42,0.00,0.00,-1.00,0.00,42.33,12.42,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,0.05,42.37,11.42,0.00,0.05,0.00,0.00,42.33,11.42,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,1.00,42.37,12.42,0.00,0.00,1.00,0.00,42.37,11.42,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,0.05,35.36,12.42,0.00,0.05,0.00,0.00,35.31,12.42,0.00,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.53,,,,,,,,,,0.26,1.00,92.58,87.42,35.36,12.42,0.00
1,doorBlock,DR,미터,ByLayer,36.83,12.42,0.00,,180.00,,,,,,,,,,,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,1.00,35.36,11.42,0.00,0.00,-1.00,0.00,35.36,12.42,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,180.00,0.05,35.31,11.42,0.00,-0.05,0.00,0.00,35.36,11.42,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,1.00,35.31,12.42,0.00,0.00,1.00,0.00,35.31,11.42,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,180.00,0.05,35.83,12.42,0.00,-0.05,0.00,0.00,35.87,12.42,0.00,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.53,,,,,,,,,,0.26,1.00,92.58,87.42,35.83,12.42,0.00
1,doorBlock,DR,미터,ByLayer,40.09,12.42,0.00,,180.00,,,,,,,,,,,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,1.00,35.83,11.42,0.00,0.00,-1.00,0.00,35.83,12.42,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,0.05,35.87,11.42,0.00,0.05,0.00,0.00,35.83,11.42,0.00,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,1.00,35.87,12.42,0.00,0.00,1.00,0.00,35.87,11.42,0.00,,,,,,,
